Ticket,Date,Location,Company Complaining About,Description
# 3795446 - Super Bowl Half Time Show,2/3/2020 7:51:32 AM,"Mckean, Pennsylvania 16426",Pennsylvania,"Doesn't anyone watch a show before it airs? Between the butt shots, crotch shots & half naked women gyrating on the television, I don't know anyone who wouldn't feel uncomfortable watching that show with their family. Maybe that kind of show is fine with L atin American families, but this is America and the Super Bowl airs at hours where children are watching and the audience is mixed. To solve this problem, please fine whoever was in charge of allowing that show to air. Fine them a hefty amount! Thank you!"
# 3795449 - vulgarity,2/3/2020 7:55:02 AM,"Maumelle, Arkansas 72113",,"dancing going back to the early 20th century, there was a lot of hip shaking. Few people are going to get bent out of shape by that traditiona l Latin American dance dynamic. While shaking hips are now old hat, there were still a lot of vulgar moves and costumes in the halftime show: Shakira implied bondage by wrapping a rope around herself. Bevies of athletic young women thrusting their pelvis es at the TV cameras. Shakira writhed on the floor as a rapper bent over her body. Shakira ululuated, while flicking her tongue at the camera. J - Lo and her back - up dancers wore leather bondage outfits reminiscent of the leather gear fetish gay men wore in J - Lo wagging her half - naked butt at the camera. J - Lo and her male backup dancers kept grabbing their own crotches. J - Lo did some pole dancing in a minimalist costume that barely covered her lady parts, while presiding over what is meant to look like an orgy, with people in white bondage wear writhing below her (plus more crotch - grabbing). J - Lo freak dancing, which happ against each other as they dance."
# 3795455 - Super Bowl Half Time Show,2/3/2020 8:01:51 AM,"Worcester, Massachusetts 01602",,"Stripper poles, cameras following the crotch of a woman dressed in a butt - floss thong and chaps? THIS is a Half time show in prime time? It was a disgusting display at 8pm. Frankly, NONE of it should have been on regular television - that is what cable is for"
# 3795459 - 2020 Halftime sh ow,2/3/2020 8:07:02 AM,"Davenport, Florida 33897",,"Too racy, trashy, too much skin, not family friendly, indecent costumes for prime time"
# 3795461 - Super Bowl,2/3/2020 8:08:40 AM,"Poteau, Oklahoma 74953",,Pornographic half time show during Safe Harbor hours - knowing children watch football with their parents.
# 3795463 - Super Bowl Halftime show,2/3/2020 8:09:25 AM,"Fairfax, Virginia 22030",,"Hyper sexualized show including s imulated sexual activities, close up pictures of genital areas etc."
# 3795466 - Super bowl 2020 halftime show,2/3/2020 8:11:38 AM,"Toms River, Ne w Jersey 08755",,The Super Bowl halftime Show was Full of overtly sexualized dancing and lack of decent clothing for a family friendly audience. The camera shots straig ht on of Jlo spread eagle and pole dancing with a mess of bodies all over each other was inappropriate for family friendly audiences. My family had to shut it off and Fox and the producers of this show need to be held accountable table for less than a G ra ted show.
# 3795470 - Gross,2/3/2020 8:18:46 AM,"Henrico, Virginia 23294",,The halftime show was disgusting. The close ups of J - stripper pole and a simulated orgy.
# 3795477 - Super Bowl Halftime Show,2/3/2020 8:20:37 AM,"South Chesterfield, Virginia 23803",,The crotch shots from halftime show were awful. My kids where still up and watching. We changed the channel.
# 3795480 - Super Bowl halftime show,2/3/2020 8:21:30 AM,"Palm Beach Gardens, Florida 33410",,The show was disgusting and vulgar and inappropriate for young viewers. What are they thinking? Uphold t he decency regulations that are in force for that time slot. Thank you for your attention to this.
# 3795484 - Inappropriate content super bowl,2/3/2020 8:25:40 AM,"Fishers, Indiana 46037",AT&T,"The super bowl half time show prorated indecent content and should have a warning so parents could remove their children from the room. The includes inappropriate camera angles up singers skirt, thong attire, etc. Small children should not be exposed this this whole watching a football game."
# 3795487 - Super Bowl Halftime Show,2/3/2020 8:27:37 AM,"Martinsburg, West Virginia 25405",,The halftime show during last night's Super Bowl was a disgrace. My adolescent children were bombarded with overly sexual imagery th roughout what was supposed to be a family - friendly broadcast. Fox Network should be ashamed for allowing such a disgusting thing to be aired on their network.
# 37954 90 - FCC isn't doing its job protecting children from indecency,2/3/2020 8:32:45 AM,"Adrian, Michigan 49221",,"How is it possible that the halftime show last night was deemed ok? I get that sex sells, but not at 8PM to the largest audience of the year. The networks dont give a rip about your rules as long as money is to be made. The FCC needs to go away or else step up and mandate accountability."
# 3795492 - Super bowl halftime show with Jennifer Lopez,2/3/2020 8:37:44 AM,"Pompton Lakes, New Jersey 07442",,
# 3795502 - Super Bowl halftime show,2/3/2020 8:43:48 AM,"Sandy, Utah 84094",,all ages. The FOX network should be fined for such a gross display.
# 3795506 - Super Bowl Halftime Show,2/3/2020 8:46:12 AM,"Star Valley, Arizona 85541",,"Family Entertainment? What a disgraceful display for prime time TV. Are you telling children they have to wave their assholes and crotches around with a bullseye on them to be talented singers? Maybe Pepsi is the wrong sponsor! An r rated strip club during halftime is a disgusting move for the NFL, FOX, and Pepsi. Let the fines begin, and a message be sent!"
# 3795507 - NFL Super Bowl LIV Halftime Show,2/3/2020 8:46:25 AM,"Salida, California 95368",,during football. https://twitter.com/r
# 3795510 - Superbowl halftime show,2/3/2020 8:52:12 AM,"Morristown, Tennessee 37814",Cbs,"How Jlo was dressed and acted was not suitable for ""prime time"" entertainment. The cameraman and director's obsession with her ""crotch"" and rear end was bad enough to exclude this sho w from prime time but the stripper pole and simulated orgy was beyond the pale. I am offended by the crass display of vulgarity disguised as entertainment. It's way past time to end this on OTA TV."
# 3795513 - Super Bowl halftime show,2/3/2020 8:52:30 AM,"St. Augustine, Florida 32080",,"2020 halftime show was disg usting and should never have been allowed. I am disappointed and hope camera, pole dancing and dancers replicating an orgy below is not what a family broadcast eve r has been or should be."
# 3795515 - SuperBowl half - time show,2/3/2020 8:53:55 AM,"De Soto, Kansas 66018",,"Degrading and utterly disgusting, far beyond ""community standards"" of decency, and much worse than the Jackson incident. We live in eastern Kansas, but have no TV, th us took our 9 yo daughter to our local small - town sports bar to watch the game. She's a farm girl, so understands sex, but could not stop asking ""Mama, what's all this?"" Totally confused, and as she emerges into her young womanhood, absolutely abused. My wife and I did our best to use it as an object lesson, but when half the guys in the bar are voicing their disapproval and just looking down at the table ... you know something is very wrong. Fox, and perhaps Pepsi, deserve a massive and painful fine so that nobody ever tries this barf - worthy nonsense again."
# 3795522 - 2020 Superbowl Halftime Show,2/3/2020 8:56:33 AM,"Chelsea, Michigan 48118",,"This haltime show was soft core smut during a time when it is well established that children are watching. Repeated sexual gestures by the main performers and back up da ncers coupled with camera work that focused on sexual areas of thier bodies an outrage. Pole dancing with a children's choir is not empowering, but degrading and indecent. I demand maximum fines for those responsible. Please don't allow this content, e specially when you know children are watching."
# 3795528 - 2020 Superbowl LIV halftime performance,2/3/2020 8:58:11 AM,"Howell, Michigan 48843",Spectrum,"FOX network's halftime pornographic show featuring Jennifer Lopez must be reviewed for violating decency st andards. Her ""show"" of barely concealed genitalia, use of stripper poles as ""art props"" was wholly inappropriate for families and all viewers for that matter. Please consider fining FOX several million dollars for broadcasting this filth."
# 3795532 - Super Bowl Halftime Show,2/3/2020 9:00:15 AM,"Eden Prarie, Minnesota 55346",,"The halftime show was entirely inappropriate for broadcast TV and family programming. It was crude and embarrassing. There was literally a stripper pole and g - string. The network, FTC, and FCC should not have permitted it to be aired."
# 3795537 - Super Bowl Half Time Show = R rated,2/3/2020 9:02:36 AM,"Austin, Texas 78717",,The network and the performers should be fined for that display of a halftime show. It was not family friendly and should have come with an R rating.
# 3795540 - Half - time Show at Super Bowl on 2 FEB 2020,2/3/2020 9:03:37 AM,"Atlanta, Georgia 30342",Comcast,- time show shown on television for the Super Bowl on Sunday 2 FEB. My complaint is that this display is inappropriate o n national television especially when children are watching. FIX IT.
# 3795542 - Super Bowl halftime,2/3/2020 9:04:06 AM,"Cheraw, South Carolina 29520",,"Performance was raunchy, filthy, and not appropriate for general audiences. Bending over in a thong to shake your backside! Wow"
